id,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
5840,female,23,169,64,30,116,40.5,212
5841,female,23,160,59,5,88,39.4,21
5842,male,57,191,92,9,87,40,42
5843,female,33,145,46,12,93,40,60
5844,male,64,190,94,12,92,40,70
5845,male,33,182,85,29,107,40.8,185
5846,female,78,161,59,16,89,40.2,83
5847,female,40,176,72,4,84,38.6,15
5848,female,65,160,60,1,79,37.9,4
5849,female,71,163,65,16,96,40.2,92
5850,female,47,166,67,28,106,40.8,178
5851,male,78,187,88,22,98,40.8,160
5852,male,73,180,82,2,79,38.2,8
5853,male,21,197,94,3,80,38.8,6
5854,female,38,168,66,2,78,38.5,6
5855,female,56,176,76,19,100,40.6,109
5856,male,50,182,81,19,100,40.7,115
5857,female,53,167,67,28,112,40.7,199
5858,male,65,175,76,6,94,39.2,35
5859,female,52,159,57,19,101,40.2,115
5860,female,42,169,72,10,90,39.8,45
5861,male,53,203,104,3,81,38.6,12
5862,male,47,191,95,20,93,40.3,103
5863,female,51,162,59,11,89,40,52
5864,male,79,175,83,24,93,40.8,155
5865,female,58,167,66,25,106,40.5,164
5866,female,48,182,80,10,92,40,47
5867,female,31,161,59,21,100,40.7,117
5868,male,25,204,105,10,83,39.4,28
5869,male,58,192,89,10,88,39.9,48
5870,male,27,158,65,9,87,39.4,24
5871,female,56,168,66,3,85,38.7,13
5872,male,28,174,73,28,104,40.9,152
5873,male,23,185,89,15,92,39.9,56
5874,male,25,203,105,29,112,40.8,209
5875,male,36,192,90,10,83,40.2,30
5876,female,25,172,67,23,103,40.6,130
5877,male,59,178,86,22,99,40.3,142
5878,male,77,205,109,12,81,40,61
5879,female,38,178,68,12,97,40,63
5880,female,32,175,70,26,104,40.9,152
5881,female,26,170,70,3,82,38.5,10
5882,female,31,170,64,10,99,39.8,54
5883,female,43,148,52,29,108,40.5,195
5884,female,51,157,56,25,101,40.8,151
5885,male,26,197,98,5,77,39.2,9
5886,male,24,193,99,8,87,39.4,26
5887,male,62,185,86,3,90,38.5,16
5888,female,21,155,59,21,94,40.4,99
5889,female,56,169,65,18,96,40.4,99
5890,female,41,169,64,18,101,40.6,104
5891,male,20,179,77,23,97,40.6,94
5892,male,32,179,77,10,85,40.2,29
5893,female,79,145,46,3,83,38.5,14
5894,female,54,168,63,10,92,39.9,50
5895,male,20,195,98,25,110,40.7,162
5896,male,32,185,77,16,92,40.1,63
5897,male,24,180,77,18,96,40.4,74
5898,female,31,171,64,6,88,39.3,25
5899,male,78,176,80,13,98,40.1,92
5900,male,24,209,110,8,80,40,19
5901,female,39,156,59,13,94,40.2,66
5902,male,49,193,87,9,85,39.8,35
5903,female,70,170,66,15,100,40.3,92
5904,female,25,174,74,9,85,39.6,33
5905,male,34,182,88,13,106,40.2,83
5906,female,39,171,67,19,105,40.5,116
5907,male,67,185,91,17,97,40.4,113
5908,male,47,166,71,9,95,39.5,45
5909,female,22,167,61,3,88,38.3,12
5910,male,54,190,98,25,109,40.5,200
5911,male,28,192,99,8,81,39.7,20
5912,male,23,189,85,26,105,40.8,146
5913,male,57,174,77,21,99,40.4,130
5914,female,44,160,61,1,79,37.8,4
5915,female,59,166,68,14,89,40.3,66
5916,female,41,165,62,26,113,40.8,184
5917,male,41,173,77,6,78,39.1,13
5918,male,20,187,81,16,91,40.1,52
5919,female,48,161,61,17,87,40.2,75
5920,female,24,159,58,3,88,38.5,12
5921,male,32,175,73,29,114,41.2,207
5922,female,24,172,67,16,97,40.2,80
5923,female,30,164,69,4,80,38.7,13
5924,male,29,190,84,21,102,40.4,114
5925,female,36,181,79,22,106,40.9,132
5926,female,23,164,60,3,83,38.5,11
5927,male,74,183,91,19,97,40.7,133
5928,female,74,163,57,26,102,40.7,170
5929,female,34,166,67,23,104,40.8,136
5930,female,73,157,58,2,79,38.4,8
5931,male,62,191,96,2,85,38.2,9
5932,male,20,200,102,23,101,40.7,120
5933,female,53,177,76,12,95,40,62
5934,male,44,184,84,18,99,40.5,103
5935,female,63,165,64,13,90,39.9,65
5936,female,30,159,60,16,89,40.4,69
5937,male,36,187,89,10,93,39.7,45
5938,male,53,185,88,3,84,38.4,12
5939,male,59,188,98,13,96,40.4,81
5940,male,34,180,78,17,100,40.4,89
5941,female,24,171,64,13,89,39.8,54
5942,male,62,195,99,18,97,40.3,119
5943,female,54,165,66,12,86,40.1,52
5944,female,25,163,62,4,81,39,13
5945,female,39,170,72,6,89,38.9,26
5946,female,54,167,67,24,109,40.7,163
5947,male,43,185,91,16,97,40.5,88
5948,female,53,163,67,29,109,40.9,197
5949,female,39,144,47,20,101,40.1,119
5950,female,35,173,67,29,115,41.1,206
5951,male,43,174,78,11,94,39.8,52
5952,male,30,178,76,8,81,39.9,17
5953,male,33,174,77,14,92,40.2,55
5954,female,30,173,68,24,105,40.8,143
5955,male,21,185,84,15,100,40,71
5956,female,38,169,67,3,85,38.5,12
5957,female,47,183,79,1,84,37.8,4
5958,female,52,158,60,23,109,40.8,158
5959,female,52,161,64,24,96,41,130
5960,female,23,161,60,18,97,40.6,91
5961,female,45,161,65,7,80,39.5,25
5962,male,20,193,97,21,97,40.7,95
5963,male,41,178,81,13,87,40,48
5964,female,22,165,68,8,85,39.7,29
5965,male,22,171,71,9,83,39.7,17
5966,female,70,160,66,23,105,40.4,154
5967,male,34,183,81,3,84,38.5,9
5968,male,24,188,90,13,93,40,51
5969,male,53,196,103,9,91,39.8,48
5970,male,25,196,88,13,94,39.9,53
5971,male,33,173,76,18,89,40.1,63
5972,male,38,182,81,19,99,40.1,101
5973,female,23,172,68,16,98,40.4,81
5974,male,50,184,82,26,107,40.6,186
5975,female,72,164,68,15,94,40.2,83
5976,female,41,158,57,2,86,38.3,9
5977,male,44,186,92,7,96,39.8,38
5978,male,70,177,79,24,110,40.7,204
5979,female,41,158,59,20,98,40.6,110
5980,male,78,195,97,25,103,40.5,205
5981,female,33,171,70,23,105,40.7,137
5982,male,23,197,96,4,85,38.7,11
5983,male,65,190,94,26,102,40.9,192
5984,female,40,149,54,15,93,40,75
5985,male,60,196,99,23,105,40.5,177
5986,male,43,190,95,12,94,40,62
5987,female,63,181,77,30,106,40.5,195
5988,male,77,182,88,20,100,40.6,150
5989,male,25,198,97,11,92,39.9,44
5990,male,23,191,88,10,91,39.7,36
5991,female,43,169,66,4,76,39.1,12
5992,female,25,171,69,12,92,39.9,53
5993,male,40,212,118,27,111,40.7,217
5994,male,51,182,88,8,85,39.6,32
5995,female,37,147,51,18,100,40.7,104
5996,male,76,204,109,29,107,41.3,261
5997,male,66,185,90,13,82,40.1,56
5998,male,59,191,97,9,86,39.7,43
5999,male,35,179,86,25,109,40.9,170
6000,female,20,178,76,25,107,40.8,147
6001,female,48,176,74,21,88,40.3,92
6002,male,79,193,97,2,80,38,10
6003,male,76,172,75,4,76,38.9,14
6004,male,71,185,94,10,92,39.6,62
6005,female,25,154,52,18,108,40.5,115
6006,female,33,163,55,12,93,40,59
6007,female,20,149,50,8,81,39.5,28
6008,male,30,191,91,7,84,39.6,20
6009,female,28,153,53,13,97,39.9,68
6010,male,77,190,100,16,96,40.3,115
6011,male,41,178,79,19,104,40.2,118
6012,male,33,193,98,2,77,38.1,4
6013,male,44,186,96,15,88,40.2,64
6014,male,75,180,84,26,109,40.9,226
6015,female,21,160,59,14,87,40.2,56
6016,male,54,181,81,4,79,38.6,12
6017,male,26,171,77,28,105,40.7,156
6018,male,41,177,79,5,91,39.4,21
6019,female,51,168,63,20,103,40.7,123
6020,female,21,165,59,27,113,40.7,183
6021,male,21,181,81,24,107,40.5,137
6022,female,52,168,66,16,101,40.5,95
6023,male,37,193,95,23,102,40.8,139
6024,female,24,168,61,19,103,40.3,109
6025,male,67,186,89,29,110,41.1,249
6026,male,67,186,90,5,93,39.4,30
6027,female,52,164,60,17,99,39.8,99
6028,female,65,161,64,17,90,40.6,85
6029,male,56,185,89,21,95,40.7,121
6030,female,38,156,56,7,83,39.2,27
6031,male,51,183,89,17,103,39.9,115
6032,female,20,166,65,20,97,40.5,99
6033,female,31,167,65,19,99,40.3,102
6034,male,39,198,99,27,109,40.8,197
6035,male,36,201,105,1,75,37.4,2
6036,female,41,170,68,16,101,40.2,91
6037,female,44,169,69,18,97,40.7,96
6038,female,40,154,61,19,96,40.7,100
6039,female,22,159,57,21,105,40.5,125
6040,male,72,175,81,19,96,40.6,124
6041,female,32,149,49,15,93,40.3,74
6042,male,25,186,84,26,111,40.7,171
6043,male,20,181,78,23,102,40.6,112
6044,female,57,168,65,1,83,37.6,4
6045,female,33,151,44,16,89,40,74
6046,male,21,177,77,2,87,38.8,5
6047,male,62,185,84,12,93,39.9,68
6048,male,72,180,86,27,117,41.2,265
6049,female,44,173,74,30,109,41.3,196
6050,female,46,166,66,8,90,39.8,37
6051,male,30,183,87,20,91,40.4,78
6052,male,21,186,79,19,97,40.8,79
6053,male,22,163,65,19,98,40.4,77
6054,female,67,164,67,22,105,40.4,145
6055,female,41,156,61,11,97,39.9,59
6056,female,27,165,65,15,98,40.1,78
6057,female,47,155,57,21,99,40.7,121
6058,female,42,179,80,9,87,39.9,37
6059,male,31,182,86,22,101,40.6,119
6060,female,45,157,60,27,110,40.6,185
6061,female,53,164,69,12,94,39.9,62
6062,female,64,150,55,19,102,40.4,122
6063,female,42,167,68,12,93,40,58
6064,female,36,163,58,2,78,38.2,7
6065,female,20,170,62,4,83,38.8,14
6066,male,30,205,114,22,114,40.7,174
6067,female,67,153,54,26,97,40.9,154
6068,female,27,170,66,5,82,39.1,17
6069,male,67,186,91,20,92,40.6,118
6070,male,43,209,114,15,96,40.4,88
6071,male,26,187,88,18,94,40.6,75
6072,male,77,175,75,12,91,40.1,71
6073,female,58,179,79,11,88,39.8,49
6074,male,39,194,99,17,95,40.2,88
6075,male,34,184,78,19,97,40.5,91
6076,male,36,200,105,21,94,40.5,105
6077,female,57,157,57,14,89,39.9,68
6078,female,41,171,69,15,95,40.5,76
6079,female,29,179,78,3,84,38.5,11
6080,female,71,168,71,2,70,37.8,6
6081,male,41,179,81,3,84,38.6,10
6082,male,25,187,90,19,92,40.4,73
6083,male,72,184,90,2,77,38.1,8
6084,female,35,174,68,25,105,40.7,151
6085,female,30,166,63,4,80,39,13
6086,male,25,197,93,22,99,40.4,109
6087,male,72,188,88,20,96,40.7,134
6088,male,35,174,78,7,98,39.4,35
6089,female,67,175,71,3,95,38.5,16
6090,male,30,186,86,27,108,41.1,173
6091,female,25,167,60,5,88,39,21
6092,male,65,187,98,29,108,41.3,243
6093,female,38,153,52,19,100,40.4,110
6094,female,54,158,63,23,101,40.7,138
6095,female,28,162,66,4,83,38.9,14
6096,female,46,157,59,8,90,39.3,38
6097,male,35,190,89,6,89,39.3,23
6098,male,31,178,86,21,110,40.7,142
6099,male,64,201,102,7,83,39.2,32
6100,female,57,151,51,6,86,39.2,28
6101,female,39,176,76,28,111,40.7,186
6102,female,29,165,65,11,77,40,33
6103,male,72,189,99,10,92,39.7,63
6104,male,42,164,61,20,111,40.9,138
6105,male,24,189,82,11,93,39.6,42
6106,female,30,166,61,3,82,39.1,11
6107,male,42,195,96,7,90,39.3,32
6108,male,42,176,82,30,110,40.8,216
6109,male,70,177,77,9,89,39.6,48
6110,female,25,181,70,21,108,40.2,129
6111,female,59,167,63,4,78,38.5,15
6112,male,69,193,98,6,82,39.1,28
6113,male,42,183,82,15,98,40.4,81
6114,female,47,145,47,7,84,39.6,30
6115,female,41,172,67,1,77,38.5,3
6116,female,57,160,62,23,103,40.2,145
6117,female,23,151,48,29,110,40.9,192
6118,male,20,188,89,7,95,39.3,28
6119,male,64,184,85,3,84,38.6,13
6120,female,26,177,75,15,94,40.6,69
6121,female,34,179,75,7,91,39.4,31
6122,male,79,190,92,22,99,40.6,166
6123,male,32,185,84,28,107,40.9,177
6124,male,21,182,82,3,92,38.6,10
6125,female,32,162,60,21,102,40.6,121
6126,male,27,198,103,29,107,41,188
6127,male,67,167,70,29,109,41.2,232
6128,male,28,191,94,1,82,37.8,3
6129,male,62,193,100,8,90,39.4,44
6130,male,30,206,103,7,91,39.1,30
6131,male,29,182,84,10,99,39.8,50
6132,male,59,169,76,8,78,39.4,25
6133,male,31,192,89,15,90,39.9,57
6134,male,76,173,82,25,114,41.1,236
6135,male,52,191,85,2,81,37.9,7
6136,female,34,159,59,20,91,40.7,93
6137,male,46,192,95,26,107,40.6,188
6138,female,43,166,69,15,96,40,78
6139,male,60,204,114,3,78,38.9,12
6140,female,35,174,71,15,87,40.4,61
6141,male,50,185,88,11,85,40.1,44
6142,male,22,203,106,11,98,39.5,55
6143,male,37,187,88,4,78,39.1,9
6144,male,20,182,84,12,99,39.9,54
6145,male,38,177,77,26,113,41.1,192
6146,female,29,159,61,13,99,39.9,70
6147,male,44,190,97,19,104,40.1,128
6148,male,31,171,73,10,94,39.5,41
6149,male,57,189,88,18,98,40.2,113
6150,male,37,186,85,7,89,39.3,27
6151,male,41,187,91,13,91,40.2,58
6152,female,36,160,59,6,84,39.4,24
6153,female,73,167,71,27,98,40.7,160
6154,male,46,189,90,18,101,40.5,112
6155,male,21,205,108,18,96,40.3,84
6156,female,75,157,58,11,93,40.2,62
6157,female,44,172,62,16,95,40.3,83
6158,female,58,163,64,6,90,39.1,29
6159,male,56,189,100,5,84,39.2,22
6160,male,43,169,73,9,84,39.9,28
6161,male,69,186,83,16,91,40.4,91
6162,female,23,154,57,6,74,39.2,16
6163,female,38,150,50,25,99,40.6,142
6164,male,73,186,96,20,103,40.4,159
6165,male,32,187,87,2,83,38.2,6
6166,male,43,189,89,15,94,40.4,75
6167,female,32,150,57,19,96,40.3,98
6168,female,64,159,59,1,82,37.5,4
6169,female,26,177,68,10,88,40,41
6170,male,40,198,104,29,110,40.7,220
6171,male,48,206,111,13,86,40.1,59
6172,male,24,192,86,27,106,40.5,157
6173,male,24,174,74,4,86,39,10
6174,male,36,180,84,8,88,39.4,29
6175,male,31,176,72,4,86,39.1,11
6176,female,43,178,78,16,96,40.3,81
6177,male,33,174,77,9,78,39.7,17
6178,female,49,164,59,27,104,40.8,170
6179,male,23,180,81,18,94,40.6,70
6180,male,27,184,84,21,99,40.6,102
6181,female,32,169,65,7,82,39.3,25
6182,female,27,163,55,16,91,40,73
6183,male,28,178,85,24,110,40.7,158
6184,male,44,198,98,28,106,40.8,197
6185,male,39,187,87,25,114,40.7,195
6186,male,76,183,85,11,87,40,60
6187,male,31,184,87,3,89,38.5,11
6188,female,61,170,68,3,82,38.8,12
6189,female,42,169,68,16,97,40.6,85
6190,male,46,169,72,25,108,40.7,172
6191,male,23,177,85,22,113,40.7,150
6192,male,55,188,85,6,87,39.4,27
6193,male,31,196,95,23,100,40.9,125
6194,male,70,189,94,7,92,39.1,43
6195,male,73,169,72,15,92,40.2,87
6196,male,36,194,92,9,84,40.1,29
6197,female,32,169,66,16,85,40.6,62
6198,female,24,149,47,20,98,40.4,108
6199,female,71,172,71,17,109,40.6,120
6200,male,23,180,82,17,98,40.2,76
6201,male,36,193,92,19,92,40.5,84
6202,male,37,187,86,23,100,40.5,128
6203,female,52,159,65,7,93,39.1,36
6204,male,29,184,85,24,105,40.9,142
6205,female,27,167,60,28,101,40.9,156
6206,female,74,161,62,24,107,40.7,168
6207,female,52,181,76,6,85,39.2,25
6208,male,59,179,81,5,83,39.1,20
6209,male,24,181,91,14,97,40.4,64
6210,male,51,196,100,4,77,38.8,12
6211,female,32,164,63,20,99,40.5,108
6212,female,36,179,76,1,83,37.3,4
6213,male,36,195,94,3,86,38.7,11
6214,female,40,176,74,7,92,39.7,33
6215,male,59,190,99,25,107,40.7,199
6216,female,55,151,54,23,99,40.4,137
6217,male,62,178,85,16,99,40.6,105
6218,male,34,172,75,8,94,39.3,34
6219,female,74,150,56,9,90,39.6,48
6220,female,78,166,68,20,98,40.1,121
6221,female,33,151,53,18,97,40.4,96
6222,female,61,168,66,29,107,41.1,195
6223,female,41,155,62,28,113,41.1,198
6224,female,24,174,72,2,77,37.9,6
6225,male,31,193,98,2,87,38.5,7
6226,female,36,167,65,29,117,40.6,214
6227,male,50,181,86,4,87,38.9,17
6228,female,55,170,62,23,102,40.5,141
6229,male,22,194,91,23,100,40.5,114
6230,male,71,197,92,15,91,40,89
6231,male,21,195,91,10,97,39.7,44
6232,female,35,172,64,25,107,40.4,158
6233,male,43,178,86,4,86,39,15
6234,female,36,158,60,11,91,39.7,51
6235,male,20,171,69,12,100,40.1,52
6236,male,22,187,89,4,78,39.1,6
6237,female,32,172,72,8,80,39.5,26
6238,male,27,175,78,19,99,40.5,90
6239,female,23,168,65,16,87,40.3,63
6240,male,67,180,88,13,96,40,84
6241,male,45,163,72,9,85,39.4,30
6242,male,29,203,100,22,105,40.7,137
6243,male,57,186,90,3,82,38.1,12
6244,female,66,173,68,19,101,40.2,117
6245,male,29,164,65,2,93,38.1,7
6246,male,74,201,107,14,96,40.1,101
6247,male,20,190,86,4,75,39.1,4
6248,female,62,148,44,26,108,40.8,186
6249,female,33,156,56,6,89,39.4,27
6250,male,41,193,98,5,85,39.3,19
6251,female,20,155,56,26,109,40.6,165
6252,male,73,176,78,3,79,38.2,12
6253,male,62,196,93,26,106,40.8,203
6254,male,45,177,77,3,82,38.5,9
6255,male,22,191,85,27,96,40.9,113
6256,male,76,190,89,22,97,40.4,155
6257,female,54,169,62,22,103,40.5,137
6258,female,26,163,66,10,96,39.8,49
6259,male,28,189,84,6,81,39.1,13
6260,male,20,169,69,2,83,38.4,4
6261,male,72,167,68,24,103,41,175
6262,male,21,196,98,22,100,40.8,111
6263,male,23,182,78,7,95,39.8,28
6264,female,21,178,74,12,101,39.7,63
6265,male,22,194,96,20,97,40.3,92
6266,male,40,179,84,27,114,40.8,210
6267,male,48,177,86,27,114,41,221
6268,male,30,192,92,1,72,37.7,1
6269,male,33,188,92,19,98,40.4,99
6270,male,42,195,95,17,105,40.2,115
6271,male,24,193,89,10,95,39.7,42
6272,female,31,157,58,24,104,40.4,144
6273,female,22,150,52,22,102,40.7,125
6274,male,31,183,81,8,78,39.7,15
6275,male,32,188,91,30,128,40.9,289
6276,male,67,187,94,19,98,40.6,131
6277,male,32,186,85,8,88,39.5,28
6278,male,27,179,72,22,104,41,118
6279,male,23,177,79,29,106,40.9,163
6280,female,33,182,75,25,101,40.5,137
6281,male,40,191,91,29,108,41,203
6282,female,24,152,53,12,93,40.2,57
6283,female,23,155,62,5,74,39.2,13
6284,female,20,155,51,11,98,39.7,58
6285,female,27,158,54,23,109,40.8,150
6286,female,20,159,55,11,95,40.1,54
6287,female,22,166,58,8,89,39.6,34
6288,male,51,195,89,12,94,39.8,65
6289,male,26,173,77,23,103,40.2,121
6290,female,71,172,74,28,103,40.7,178
6291,female,67,179,81,21,107,40.6,139
6292,male,41,191,95,2,83,38.5,7
6293,male,59,201,110,8,86,39.6,40
6294,female,21,177,70,27,105,40.8,155
6295,male,34,170,77,13,100,39.9,68
6296,male,46,203,110,9,91,39.7,46
6297,female,37,166,67,15,97,40.2,78
6298,female,33,187,80,6,90,39,25
6299,male,41,174,74,4,80,38.8,10
6300,male,26,168,70,19,112,40.6,123
6301,female,44,167,67,21,97,40.3,112
6302,male,58,190,94,24,98,40.5,154
6303,male,59,190,93,8,93,39.8,46
6304,male,77,174,78,8,88,39.8,44
6305,male,36,201,106,29,115,41.2,238
6306,male,66,178,82,21,98,40.5,138
6307,female,71,161,65,10,93,39.9,54
6308,female,43,143,50,5,80,39.1,19
6309,male,21,181,76,17,100,39.9,78
6310,male,54,191,88,23,113,40.2,193
6311,female,67,176,74,12,103,39.6,76
6312,male,39,185,90,13,100,40,75
6313,male,71,185,93,24,102,40.9,183
6314,female,42,175,69,5,83,39.3,19
6315,female,54,169,66,13,96,40.1,71
6316,male,61,186,83,3,83,38.8,12
6317,male,61,180,90,4,85,39.2,18
6318,male,47,172,72,23,103,40.5,142
6319,female,30,178,74,14,90,40.4,60
6320,female,28,167,64,16,108,40.7,101
6321,male,58,187,87,8,93,39.3,44
6322,male,32,194,94,24,98,40.8,124
6323,male,58,165,66,2,83,38.6,7
6324,female,42,175,74,17,98,40.2,91
6325,female,53,148,53,2,88,38.1,9
6326,male,30,195,92,30,101,41,165
6327,female,41,154,58,19,98,40.2,105
6328,female,47,161,64,15,98,40.2,83
6329,female,22,157,53,9,89,39.6,39
6330,female,72,162,65,19,93,40.5,103
6331,male,20,187,93,8,89,39.5,26
6332,female,36,146,48,5,86,38.9,21
6333,female,39,166,68,15,101,40.1,85
6334,female,63,169,66,19,103,40.5,120
6335,female,46,151,51,28,108,40.9,190
6336,female,75,161,64,19,102,40.8,123
6337,female,31,158,60,10,101,39.5,56
6338,female,41,182,83,15,91,39.8,67
6339,female,35,159,63,19,92,40.4,90
6340,female,33,166,62,6,90,39.3,27
6341,female,62,171,71,9,90,39.6,44
6342,female,77,172,74,15,96,40.3,86
6343,male,35,172,72,25,100,40.5,129
6344,female,47,169,67,26,108,40.8,171
6345,male,63,181,83,11,95,39.6,66
6346,female,21,165,61,15,85,40.4,56
6347,female,44,148,53,8,87,39.8,36
6348,female,56,167,60,12,86,40.2,54
6349,male,64,170,76,1,79,37.9,3
6350,male,46,185,90,17,95,40.1,90
6351,male,27,184,78,15,100,40.1,73
6352,female,21,164,59,24,111,40.6,157
6353,male,27,172,72,22,98,40.9,98
6354,female,28,164,59,9,90,39.5,40
6355,female,46,165,63,19,107,40.3,124
6356,male,24,172,77,27,105,41,148
6357,female,50,145,50,18,100,40.6,108
6358,female,60,153,57,16,99,40.4,96
6359,female,34,190,91,12,89,40.2,48
6360,male,65,183,82,11,87,39.6,53
6361,female,33,165,67,4,88,39.1,17
6362,female,40,164,62,13,101,40,75
6363,male,37,186,88,15,102,39.9,88
6364,female,50,168,62,11,89,40.1,51
6365,female,52,149,47,8,83,40.1,34
6366,female,39,165,67,17,90,40.4,77
6367,female,37,169,63,7,87,39.5,29
6368,male,33,186,81,29,106,40.3,179
6369,male,64,175,79,8,76,39.5,25
6370,male,27,178,84,1,82,37.6,2
6371,male,44,171,75,13,94,39.9,62
6372,female,41,174,67,7,82,39.1,26
6373,female,35,140,47,26,101,40.6,153
6374,female,34,164,62,26,109,40.7,170
6375,female,73,185,79,15,95,40.1,82
6376,female,48,166,67,9,95,39.7,47
6377,male,32,187,85,11,87,39.9,37
6378,male,20,193,98,22,100,40.7,110
6379,female,22,174,66,11,89,40.2,45
6380,female,47,172,70,2,89,37.8,9
6381,male,30,172,75,28,103,40.6,152
6382,male,26,194,93,6,78,39.4,11
6383,female,65,162,62,14,86,39.8,65
6384,female,45,173,70,12,90,39.8,55
6385,female,27,163,60,17,92,40.5,78
6386,male,35,198,101,15,92,40.1,69
6387,male,21,207,102,7,84,39.3,19
6388,female,39,174,71,2,88,38.3,8
6389,male,31,190,92,13,92,40,54
6390,male,41,176,74,25,105,41,156
6391,female,25,164,64,8,82,39.6,28
6392,male,79,197,97,5,91,39.3,32
6393,male,20,193,94,17,99,40.1,81
6394,male,39,177,77,7,88,39.4,26
6395,male,41,186,89,25,107,40.7,172
6396,male,33,190,90,11,101,40,62
6397,female,78,164,62,12,81,39.7,52
6398,male,53,175,73,14,94,40,72
6399,female,57,155,55,19,99,40.3,113
6400,male,53,199,98,14,92,40.4,75
6401,male,47,200,108,15,98,40.2,93
6402,male,42,182,87,10,99,39.6,57
6403,female,31,171,70,17,90,40.5,74
6404,female,72,169,71,29,105,41,193
6405,female,51,162,59,2,82,38.2,8
6406,male,23,184,79,22,107,40.7,127
6407,female,35,177,74,26,102,41.3,146
6408,male,62,175,72,23,99,40.7,145
6409,female,42,148,48,15,94,40.5,79
6410,male,54,189,90,24,103,40.2,166
6411,male,26,183,86,2,82,38,5
6412,male,55,193,100,21,100,40.6,141
6413,female,64,153,57,26,111,40.8,191
6414,female,58,163,66,24,103,40.7,150
6415,female,62,172,75,9,87,39.3,40
6416,female,55,155,53,12,95,39.7,66
6417,female,64,156,56,5,81,38.9,21
6418,male,23,177,74,24,113,40.6,158
6419,male,38,193,91,13,100,40,74
6420,male,28,182,76,21,107,40.6,125
6421,male,33,165,72,5,82,39.1,12
6422,female,29,158,51,21,96,40.5,109
6423,male,64,184,92,18,102,40.4,131
6424,male,45,208,111,11,99,39.7,70
6425,male,41,195,100,30,107,40.8,213
6426,male,26,184,89,9,89,39.6,31
6427,female,42,177,75,21,95,40.6,105
6428,female,49,164,63,5,91,38.9,24
6429,female,33,175,70,21,104,40.6,123
6430,male,53,186,91,11,82,40.1,41
6431,female,50,177,73,6,88,39.3,26
6432,male,36,149,58,6,93,39.2,23
6433,female,41,161,60,24,105,40.7,150
6434,female,27,170,70,14,93,40,64
6435,female,21,150,51,21,97,40.2,108
6436,male,34,197,92,14,103,40.3,84
6437,female,21,174,63,1,84,38,4
6438,male,76,183,82,19,101,40.5,142
6439,female,41,182,77,23,115,40.6,163
6440,male,66,186,95,2,77,38.3,7
6441,female,53,164,62,27,110,40.8,188
6442,female,74,151,54,13,97,39.9,79
6443,male,41,173,79,29,105,40.8,184
6444,male,40,189,91,25,99,40.6,141
6445,female,21,157,54,16,98,40.4,84
6446,male,28,184,86,22,104,40.4,126
6447,male,21,175,73,20,100,40.2,90
6448,male,71,183,83,10,89,39.9,55
6449,male,55,181,78,23,108,41,171
6450,male,22,176,75,26,106,40.6,143
6451,male,34,186,84,8,83,39.7,22
6452,male,49,185,85,18,99,40.2,107
6453,female,58,149,55,5,85,39.1,22
6454,female,58,173,69,8,87,39.7,36
6455,male,35,182,89,24,108,40.8,161
6456,female,63,153,52,4,88,39,20
6457,male,56,192,90,3,85,38.7,13
6458,female,20,155,56,4,82,39,14
6459,male,74,212,123,25,103,40.8,215
6460,male,41,168,70,6,84,39.3,18
6461,male,31,182,86,9,86,39.8,28
6462,male,58,193,92,27,111,41.1,226
6463,female,24,150,46,20,105,40.8,123
6464,male,23,182,87,3,83,38.6,7
6465,male,34,189,88,16,90,40.2,63
6466,male,24,179,82,28,104,40.4,152
6467,female,60,183,73,12,93,39.8,61
6468,male,64,199,104,6,88,39.6,33
6469,male,26,192,93,13,92,40.1,52
6470,female,36,166,64,27,105,41,165
6471,female,63,157,57,28,103,40.8,181
6472,male,67,179,83,10,89,39.9,53
6473,male,44,191,92,15,92,40.1,72
6474,female,25,163,66,4,88,39,16
6475,female,24,172,74,17,99,40.8,87
6476,male,52,179,87,21,100,40.4,132
6477,male,23,183,88,11,89,39.9,36
6478,male,59,202,100,3,87,38.5,15
6479,male,49,180,83,21,94,40.6,108
6480,male,65,175,77,26,116,40.8,237
6481,male,78,180,87,20,102,40.4,157
6482,female,27,175,73,11,94,40,51
6483,male,21,178,79,15,98,40,65
6484,female,20,159,53,21,99,40.6,112
6485,female,41,170,65,3,88,38.5,13
6486,female,25,158,53,21,103,40.4,123
6487,male,31,183,83,15,91,40,58
6488,female,23,165,66,24,102,40.6,133
6489,female,27,164,64,2,89,38.2,8
6490,female,56,187,76,28,99,41,158
6491,male,61,172,80,3,89,38.8,15
6492,male,29,190,92,22,93,40.5,93
6493,male,28,180,77,2,82,38,4
6494,male,20,177,79,5,84,38.9,11
6495,male,56,188,89,15,97,39.9,91
6496,male,47,182,92,27,106,41,191
6497,male,55,183,83,24,106,40.7,174
6498,male,66,184,85,26,111,40.7,223
6499,male,21,165,70,12,103,40.1,59
6500,female,54,167,71,9,96,39.4,48
6501,female,20,153,52,14,102,40.4,79
6502,male,22,186,87,22,104,40.8,120
6503,male,32,180,86,23,97,40.5,112
6504,male,41,171,73,10,86,40,34
6505,female,44,151,53,11,94,40,57
6506,female,42,164,57,16,93,40.3,80
6507,male,50,189,96,14,93,39.9,75
6508,female,33,163,60,16,105,40,98
6509,female,29,172,71,4,86,38.8,15
